P450 symbol,Protein name,Gene ID,Uniprot ID,EC number,Species,Species classification,Txid,Subcellular location
CYP716A141,Beta-amyrin 16-beta-monooxygenase,/,A0A1I9Q5Z0,1.14.14.63,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,Membrane; Single-pass membrane protein
CYP716A141,Beta-amyrin 16-beta-monooxygenase,/,A0A1I9Q5Z0,1.14.14.63,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,Membrane; Single-pass membrane protein
CYP716A141,Beta-amyrin 16-beta-monooxygenase,/,A0A1I9Q5Z0,1.14.14.63,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,Membrane; Single-pass membrane protein
CYP716A141,Beta-amyrin 16-beta-monooxygenase,/,A0A1I9Q5Z0,1.14.14.63,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,Membrane; Single-pass membrane protein
CYP716S5,"Beta-amyrin 12,13-epoxidase",/,A0A1I9Q5Z1,/,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,/
CYP716S5,"Beta-amyrin 12,13-epoxidase",/,A0A1I9Q5Z1,/,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,/
CYP716A110,Cytochrome P450,/,A0A1I9Q5Z9,/,Aquilegia coerulea (Rocky mountain columbine),Plant,218851,/
CYP716A110,Cytochrome P450,/,A0A1I9Q5Z9,/,Aquilegia coerulea (Rocky mountain columbine),Plant,218851,/
CYP716A113v1,Cytochrome P450,/,A0A1I9Q601,/,Aquilegia coerulea (Rocky mountain columbine),Plant,218851,/
CYP716A111,Cytochrome P450 CYP716A111,/,A0A1L3HEE9,/,Aquilegia coerulea (Rocky mountain columbine),Plant,218851,/
CYP716A179,Cytochrome P450 716A179,/,A0A1L7NXK5,/,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),Plant,74613,/
CYP716A179,Cytochrome P450 716A179,/,A0A1L7NXK5,/,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),Plant,74613,/
CYP716A179,Cytochrome P450 716A179,/,A0A1L7NXK5,/,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),Plant,74613,/
CYP716A179,Cytochrome P450 716A179,/,A0A1L7NXK5,/,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),Plant,74613,/
CYP716A179,Cytochrome P450 716A179,/,A0A1L7NXK5,/,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),Plant,74613,/
CYP716A179,Cytochrome P450 716A179,/,A0A1L7NXK5,/,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),Plant,74613,/
CYP716A179,Cytochrome P450 716A179,/,A0A1L7NXK5,/,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),Plant,74613,/
bfoB,Cytochrome P450 monooxygenase bfoB,/,A0A1L9URA0,1.-.-.-,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),Microorganism,767769,/
bfoB,Cytochrome P450 monooxygenase bfoB,/,A0A1L9URA0,1.-.-.-,Aspergillus brasiliensis (strain CBS 101740 / IMI 381727 / IBT 21946),Microorganism,767769,/
acuC,Cytochrome P450 monooxygenase acuC,30975464,A0A1L9WN31,1.-.-.-,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),Microorganism,690307,Endoplasmic reticulum membrane; Single-pass membrane protein
acuD,Cytochrome P450 monooxygenase acuD,30973704,A0A1L9WN72,1.-.-.-,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),Microorganism,690307,Endoplasmic reticulum membrane; Single-pass membrane protein
aneD,Cytochrome P450 monooxygenase aneD,30977403,A0A1L9WUS5,1.-.-.-,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),Microorganism,690307,Membrane; Single-pass membrane protein
aneG,Cytochrome P450 monooxygenase aneG,30970092,A0A1L9WUV2,1.-.-.-,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),Microorganism,690307,Membrane; Single-pass membrane protein
aneG,Cytochrome P450 monooxygenase aneG,30970092,A0A1L9WUV2,1.-.-.-,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),Microorganism,690307,Membrane; Single-pass membrane protein
aneG,Cytochrome P450 monooxygenase aneG,30970092,A0A1L9WUV2,1.-.-.-,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),Microorganism,690307,Membrane; Single-pass membrane protein
aneF,Cytochrome P450 monooxygenase aneF,30979092,A0A1L9WVI3,1.-.-.-,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),Microorganism,690307,Membrane; Single-pass membrane protein
HinD,Nocardicin N-oxygenase,/,A0A1M4Y7D5,/,Streptoalloteichus hindustanus,Microorganism,2017,/
CYP716A244,Cytochrome P450 CYP716A244,/,A0A1P8W705,/,Eleutherococcus senticosus,Plant,82096,/
CYP716A244,Cytochrome P450 CYP716A244,/,A0A1P8W705,/,Eleutherococcus senticosus,Plant,82096,/
CYP87D20,cytochrome P450 87A3-like,103482802,A0A1S3AUF5,/,Cucumis melo (Muskmelon),Plant,3656,/
CYP87D20,cytochrome P450 87A3-like,103482802,A0A1S3AUF5,/,Cucumis melo (Muskmelon),Plant,3656,Membrane; Single-pass membrane protein
CYP716A140v2,Cytochrome P450 716A140v2,/,A0A1V1FHP8,/,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,/
CYP716A140v2,Cytochrome P450 716A140v2,/,A0A1V1FHP8,/,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,/
CYP716A140v2,Cytochrome P450 716A140v2,/,A0A1V1FHP8,/,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,/
CYP716A140v2,Cytochrome P450 716A140v2,/,A0A1V1FHP8,/,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,/
CYP716A140v2,Cytochrome P450 716A140v2,/,A0A1V1FHP8,/,Platycodon grandiflorus (Balloon flower) (Campanula grandiflora),Plant,94286,/
CYP76AH30,Ferruginol synthase,/,A0A1Z3GBS4,1.14.14.175,Isodon rubescens (Rabdosia rubescens),Plant,587669,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP82S18,Vinorine hydroxylase,/,A0A218NGS0,1.14.14.104,Rauvolfia serpentina (Serpentine wood) (Ophioxylon serpentinum),Plant,4060,/
CYP82D1.1,Cytochrome P450 CYP82D1.1,/,A0A286RS91,/,Scutellaria baicalensis (Baical skullcap),Plant,65409,/
CYP82D2,Cytochrome P450 CYP82D2,/,A0A286RS92,/,Scutellaria baicalensis (Baical skullcap),Plant,65409,/
CYP79A118,CYP79A118,/,A0A288W866,/,Taxus baccata (English yew),Plant,25629,/
CYP71BL6,Germacrene A acid 8-beta-hydroxylase,/,A0A2H4DGV8,1.14.14.168; 1.14.14.170,Inula hupehensis (Inula helianthus-aquatilis subsp. hupehensis),Plant,1805964,Membrane; Single-pass type II membrane protein
CYP71BL6,Germacrene A acid 8-beta-hydroxylase,/,A0A2H4DGV8,1.14.14.168; 1.14.14.170,Inula hupehensis (Inula helianthus-aquatilis subsp. hupehensis),Plant,1805964,Membrane; Single-pass type II membrane protein
CYP71BL6,Germacrene A acid 8-beta-hydroxylase,/,A0A2H4DGV8,1.14.14.168; 1.14.14.170,Inula hupehensis (Inula helianthus-aquatilis subsp. hupehensis),Plant,1805964,Membrane; Single-pass type II membrane protein
CYP154C8,Steroid hydroxylase CYP154C8,/,A0A2H4WK62,/,Streptomyces sp.,Microorganism,1931,/
CYP154C8,Steroid hydroxylase CYP154C8,/,A0A2H4WK62,/,Streptomyces sp.,Microorganism,1931,/
CYP154C8,Steroid hydroxylase CYP154C8,/,A0A2H4WK62,/,Streptomyces sp.,Microorganism,1931,/
nsrP,Cytochrome P450 monooxygenase nsrP,/,A0A2I1C3T4,1.14.13.-,Aspergillus novofumigatus (strain IBT 16806),Microorganism,1392255,Membrane; Single-pass membrane protein
nsrP,Cytochrome P450 monooxygenase nsrP,/,A0A2I1C3T4,1.14.13.-,Aspergillus novofumigatus (strain IBT 16806),Microorganism,1392255,Membrane; Single-pass membrane protein
CYP76BK1,"Labd-13Z-ene-9,15,16-triol synthase, chloroplastic",/,A0A2K9RG08,1.14.-.-,Vitex agnus-castus (Chaste tree),Plant,54477,"Plastid, chloroplast membrane; Single-pass membrane protein"
CYP5150L8,Ganoderic acid synthetase CYP5150L8,/,A0A2R4SBW0,1.-.-.-,Ganoderma lucidum (Ling zhi medicinal fungus) (Bracket fungus),Microorganism,5315,Membrane; Single-pass membrane protein
CYP5150L8,Ganoderic acid synthetase CYP5150L8,/,A0A2R4SBW0,1.-.-.-,Ganoderma lucidum (Ling zhi medicinal fungus) (Bracket fungus),Microorganism,5315,Membrane; Single-pass membrane protein
CYP5150L8,Ganoderic acid synthetase CYP5150L8,/,A0A2R4SBW0,1.-.-.-,Ganoderma lucidum (Ling zhi medicinal fungus) (Bracket fungus),Microorganism,5315,Membrane; Single-pass membrane protein
CPR1,NADPH--cytochrome P450 reductase 1,/,A0A2U1LIM9,1.6.2.4,Artemisia annua (Sweet wormwood),Plant,35608,Endoplasmic reticulum membrane; Single-pass membrane protein; Cytoplasmic side
CYP71AV3,Germacrene A oxidase,/,A0A2U1N1C9,/,Artemisia annua (Sweet wormwood),Plant,35608,/
CYP71AX36,Cytochrome P450 71AX36,/,A0A2U8JPX6,/,Helianthus annuus (Common sunflower),Plant,4232,/
CYP92B14,Sesamolin synthase,105175169,A0A2Z5U627,/,Sesamum indicum (Oriental sesame) (Sesamum orientale),Plant,4182,Membrane; Single-pass type II membrane protein
CYP92B14,Sesamolin synthase,105175169,A0A2Z5U627,/,Sesamum indicum (Oriental sesame) (Sesamum orientale),Plant,4182,/
CYP82P3,Dihydrobenzophenanthridine alkaloid 10-hydroxylase,/,A0A2Z6BXV9,/,Eschscholzia californica subsp. californica,Plant,222997,/
CYP82P2,Dihydrosanguinarine 10-hydroxylase,/,A0A2Z6BXW3,/,Eschscholzia californica subsp. californica,Plant,222997,/
CYP82P2,Dihydrosanguinarine 10-hydroxylase,/,A0A2Z6BXW3,/,Eschscholzia californica subsp. californica,Plant,222997,/
CYP71D521,"Tabersonine 6,7-epoxidase isoform 1",/,A0A343URW6,1.14.14.-,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),Plant,4058,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP71D347,"Tabersonine 6,7-epoxidase isoform 2",/,A0A343URW7,1.14.14.-,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),Plant,4058,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP706C55,CYP706C55,/,A0A3G2LJ64,/,Eucalyptus cladocalyx (Sugar gum),Plant,452569,/
cdmJ,Cytochrome P450 monooxygenase cdmJ,/,A0A3G9GNK2,1.-.-.-,Talaromyces verruculosus (Penicillium verruculosum),Microorganism,198730,Membrane; Single-pass membrane protein
cdmJ,Cytochrome P450 monooxygenase cdmJ,/,A0A3G9GNK2,1.-.-.-,Talaromyces verruculosus (Penicillium verruculosum),Microorganism,198730,Membrane; Single-pass membrane protein
cdmJ,Cytochrome P450 monooxygenase cdmJ,/,A0A3G9GNK2,1.-.-.-,Talaromyces verruculosus (Penicillium verruculosum),Microorganism,198730,Membrane; Single-pass membrane protein
cdmJ,Cytochrome P450 monooxygenase cdmJ,/,A0A3G9GNK2,1.-.-.-,Talaromyces verruculosus (Penicillium verruculosum),Microorganism,198730,Membrane; Single-pass membrane protein
CYP716A44,Beta-amyrin 28-monooxygenase,101251676,A0A3Q7HBJ5,1.14.14.126,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP716A44,Beta-amyrin 28-monooxygenase,101251676,A0A3Q7HBJ5,1.14.14.126,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP716A44,Beta-amyrin 28-monooxygenase,101251676,A0A3Q7HBJ5,1.14.14.126,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP716A44,Beta-amyrin 28-monooxygenase,101251676,A0A3Q7HBJ5,1.14.14.126,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP716A44,Beta-amyrin 28-monooxygenase,101251676,A0A3Q7HBJ5,1.14.14.126,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP716A44,Beta-amyrin 28-monooxygenase,101251676,A0A3Q7HBJ5,1.14.14.126,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP716E26,Beta-amyrin 6-beta-monooxygenase,101250025,A0A3Q7HS74,1.14.14.64,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP716E26,Beta-amyrin 6-beta-monooxygenase,101250025,A0A3Q7HS74,1.14.14.64,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Plant,4081,Membrane; Single-pass membrane protein
CYP76B74,Geranylhydroquinone 3''-hydroxylase CYP76B74,/,A0A3Q9R4N5,1.14.14.174,Arnebia euchroma,Plant,373122,Endoplasmic reticulum membrane; Single-pass membrane protein
ascG,Cytochrome P450 monooxygenase ascG,/,A0A455R4X0,1.14.14.-,Acremonium egyptiacum (Oospora egyptiaca),Microorganism,749675,Membrane; Single-pass membrane protein
ascE,Bifunctional cytochrome P450/NADPH--P450 reductase ascE,/,A0A455R5H4,1.14.14.-,Acremonium egyptiacum (Oospora egyptiaca),Microorganism,749675,/
ascH,Cytochrome P450 monooxygenase ascH,/,A0A455R624,1.14.14.-,Acremonium egyptiacum (Oospora egyptiaca),Microorganism,749675,Membrane; Single-pass membrane protein
CYP72A552,Cytochrome P450 72A552,/,A0A481NR20,1.14.14.-,Barbarea vulgaris (Yellow rocket) (Erysimum barbarea),Plant,50459,Membrane; Single-pass membrane protein
CYP716A175,Beta-amyrin 28-oxidase-like,103453334,A0A498ICX4,/,Malus domestica (Apple) (Pyrus malus),Plant,3750,/
CYP716A175,Beta-amyrin 28-oxidase-like,103453334,A0A498ICX4,/,Malus domestica (Apple) (Pyrus malus),Plant,3750,/
CYP716A175,Beta-amyrin 28-oxidase-like,103453334,A0A498ICX4,/,Malus domestica (Apple) (Pyrus malus),Plant,3750,/
CYP75B138,"Flavonoid 3',5'-hydroxylase CYP75B138",/,A0A4D6Q414,1.14.14.81,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,Membrane; Single-pass membrane protein
CYP75B138,"Flavonoid 3',5'-hydroxylase CYP75B138",/,A0A4D6Q414,1.14.14.81,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,Membrane; Single-pass membrane protein
CYP75B138,"Flavonoid 3',5'-hydroxylase CYP75B138",/,A0A4D6Q414,1.14.14.81,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,Membrane; Single-pass membrane protein
CYP75B138,"Flavonoid 3',5'-hydroxylase CYP75B138",/,A0A4D6Q414,1.14.14.81,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,/
CYP75B137,Flavonoid 3'-monooxygenase CYP75B137,/,A0A4D6Q415,1.14.14.82,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,Membrane; Single-pass membrane protein
CYP75B137,Flavonoid 3'-monooxygenase CYP75B137,/,A0A4D6Q415,1.14.14.82,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,Membrane; Single-pass membrane protein
CYP75B137,Flavonoid 3'-monooxygenase CYP75B137,/,A0A4D6Q415,1.14.14.82,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,/
CYP75B137,Flavonoid 3'-monooxygenase CYP75B137,/,A0A4D6Q415,1.14.14.82,Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii),Plant,1053288,Membrane; Single-pass membrane protein
CYP72A565,CYP72A565,/,A0A4Y5UJ61,/,Camptotheca acuminata (Happy tree),Plant,16922,/
CYP72A565,CYP72A565,/,A0A4Y5UJ61,/,Camptotheca acuminata (Happy tree),Plant,16922,/
CYP72A565,CYP72A565,/,A0A4Y5UJ61,/,Camptotheca acuminata (Happy tree),Plant,16922,/
CYP72A610,CYP72A610,/,A0A4Y5UJ78,/,Camptotheca acuminata (Happy tree),Plant,16922,/
CYP72A610,CYP72A610,/,A0A4Y5UJ78,/,Camptotheca acuminata (Happy tree),Plant,16922,/
CYP72A610,CYP72A610,/,A0A4Y5UJ78,/,Camptotheca acuminata (Happy tree),Plant,16922,/
CYP90G4,"Cholesterol 16,22-dihydroxylase CYP90G4",/,A0A517FNC5,1.14.14.-,Paris polyphylla (Daiswa polyphylla),Plant,49666,Membrane; Single-pass membrane protein
CYP90B50,"Cholesterol 16,22-dihydroxylase CYP90G4",/,A0A517FND3,1.14.14.-,Trigonella foenum-graecum (Fenugreek),Plant,78534,Membrane; Single-pass membrane protein
CYP90B50,"Cholesterol 16,22-dihydroxylase CYP90G4",/,A0A517FND3,1.14.14.-,Trigonella foenum-graecum (Fenugreek),Plant,78534,Membrane; Single-pass membrane protein
CYP716A155,CYP01,/,A0A6G7GG58,/,Rosmarinus officinalis (Rosemary) (Salvia rosmarinus),Plant,39367,/
CYP716A155,CYP01,/,A0A6G7GG58,/,Rosmarinus officinalis (Rosemary) (Salvia rosmarinus),Plant,39367,/
CYP716A155,CYP01,/,A0A6G7GG58,/,Rosmarinus officinalis (Rosemary) (Salvia rosmarinus),Plant,39367,/
CYP716A155,CYP01,/,A0A6G7GG58,/,Rosmarinus officinalis (Rosemary) (Salvia rosmarinus),Plant,39367,/
CYP71FB1,Cytochrome P450 family 71 subfamily FB polypeptide 1,/,A0A7D5Q3W9,/,Gloriosa superba (Glory lily),Plant,41220,/
CYP154C3,Cytochrome P450 154C3,/,A0A7S9IUH5,/,Streptomyces sp.,Microorganism,1931,/
CYP154C3,Cytochrome P450 154C3,/,A0A7S9IUH5,/,Streptomyces sp.,Microorganism,1931,/
CYP154C3,Cytochrome P450 154C3,/,A0A7S9IUH5,/,Streptomyces sp.,Microorganism,1931,/
CYP154C3,Cytochrome P450 154C3,/,A0A7S9IUH5,/,Streptomyces sp.,Microorganism,1931,/
CYP154C3,Cytochrome P450 154C3,/,A0A7S9IUH5,/,Streptomyces sp.,Microorganism,1931,/
cyp142A2,Steroid C26-monooxygenase,66737205,A0R4Q6,1.14.15.28,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),Microorganism,246196,/
cyp125A3,Steroid C26-monooxygenase,66737280,A0R4Y3,1.14.15.29,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),Microorganism,246196,/
CYP51H10,Cytochrome P450 CYP51H10,/,A1BQV1,/,Avena strigosa (black oat),Plant,38783,Membrane; Single-pass membrane protein
CYP51H10,Cytochrome P450 CYP51H10,/,A1BQV1,/,Avena strigosa (black oat),Plant,38783,/
CYP619C3,Cytochrome P450 monooxygenase patH,4704852,A1CFL5,1.-.-.-,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107),Microorganism,344612,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP619C2,Cytochrome P450 monooxygenase patI,4704853,A1CFL6,1.-.-.-,Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107),Microorganism,344612,Endoplasmic reticulum membrane; Single-pass membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Mitochondrion inner membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein Cytoplasm
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Single-pass membrane protein Microsome membrane; Single-pass membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
Cyp4a12b,Cytochrome P450 4A12B,13118,A2A974,1.14.14.1,Mus musculus (Mouse),Animal,10090,Endoplasmic reticulum membrane; Peripheral membrane protein Microsome membrane; Peripheral membrane protein
aunB,Cytochrome P450 monooxygenase aunB,/,A2QBE8,1.-.-.-,Aspergillus niger (strain CBS 513.88 / FGSC A1513),Microorganism,425011,/
aunB,Cytochrome P450 monooxygenase aunB,/,A2QBE8,1.-.-.-,Aspergillus niger (strain CBS 513.88 / FGSC A1513),Microorganism,425011,/
ktnC,Bicoumarin synthase ktnC,/,A2QK67,1.14.-.-,Aspergillus niger (strain CBS 513.88 / FGSC A1513),Microorganism,425011,/
CYP71Z6,Ent-isokaurene C2/C3-hydroxylase,4329725,A3A871,1.14.14.76,Oryza sativa subsp. japonica (Rice),Plant,39947,Membrane; Single-pass membrane protein
CYP716A17,Beta-amyrin 28-monooxygenase,100246675,A5BFI4,1.14.14.126,Vitis vinifera (Grape),Plant,29760,Membrane; Single-pass membrane protein
CYP716A17,Beta-amyrin 28-monooxygenase,100246675,A5BFI4,1.14.14.126,Vitis vinifera (Grape),Plant,29760,Membrane; Single-pass membrane protein
CYP716A17,Beta-amyrin 28-monooxygenase,100246675,A5BFI4,1.14.14.126,Vitis vinifera (Grape),Plant,29760,Membrane; Single-pass membrane protein
CYP71D55,Premnaspirodiene oxygenase,/,A6YIH8,1.14.14.151,Hyoscyamus muticus (Egyptian henbane),Plant,35626,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP80G2,Corytuberine synthase,/,A8CDR5,1.14.19.51,Coptis japonica (Japanese goldthread),Plant,3442,Membrane; Single-pass membrane protein
cyp27c1,Cytochrome P450 27C1,558396,A8WGA0,1.14.19.53,Danio rerio (Zebrafish) (Brachydanio rerio),Animal,7955,Membrane
CYP260A1,Cytochrome P450 CYP260A1,/,A9FDB7,1.14.15.19,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),Microorganism,448385,/
CYP260A1,Cytochrome P450 CYP260A1,/,A9FDB7,1.14.15.19,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),Microorganism,448385,/
CYP260A1,Cytochrome P450 CYP260A1,/,A9FDB7,1.14.15.19,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),Microorganism,448385,/
CYP264B1,(+)-eremophilene synthase,/,A9FZ87,4.2.3.164,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),Microorganism,448385,/
CYP719B1,Salutaridine synthase,/,B1NF18,1.14.19.67,Papaver somniferum (Opium poppy),Plant,3469,Membrane; Single-pass type II membrane protein
CYP719A13,Trifunctional (S)-stylopine synthase/(S)-nandinine synthase/(S)-canadine synthase,/,B1NF19,1.14.19.64; 1.14.19.68; 1.14.19.73,Argemone mexicana (Mexican prickly poppy),Plant,54796,Membrane; Single-pass membrane protein
CYP719A13,Trifunctional (S)-stylopine synthase/(S)-nandinine synthase/(S)-canadine synthase,/,B1NF19,1.14.19.64; 1.14.19.68; 1.14.19.73,Argemone mexicana (Mexican prickly poppy),Plant,54796,Endoplasmic reticulum membrane; Single-pass membrane protein
CYP719A13,Trifunctional (S)-stylopine synthase/(S)-nandinine synthase/(S)-canadine synthase,/,B1NF19,1.14.19.64; 1.14.19.68; 1.14.19.73,Argemone mexicana (Mexican prickly poppy),Plant,54796,Endoplasmic reticulum membrane; Single-pass membrane protein
