compound_id,smiles,name
226,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,loganic acid
227,C[C@@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,7-epi-loganin
228,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,castasterone
229,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2COC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,brassinolide
230,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,6-deoxocastasterone
231,CCCCCCCCC1C(O1)CCCCCCCC(=O)O,"cis-9,10-epoxystearic acid"
232,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H](CC(C)C)O)O,28-norcastasterone
233,CC(=CCNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C,isopentenyladenine nucleotides
234,CCCCCC(/C=C/C=C\CCCCCCCC(=O)O)OO,13-hydroperoxides of linoleic acid (13-HPODE)
235,CC/C=C/CC(/C=C/C=C/CCCCCCCC(=O)O)OO,13-hydroperoxides of linolenic acid (13-HPOT)
236,CCCCC/C=C/C=C/C(CCCCCCCC(=O)O)OO,"9-hydroperoxy-10(E),12(Z)-octadecadienoic acid (9-HPODE)"
